Line Number	Position	Line	Error	Message
54015	51	tscript(p(MGI:Cited2)) directlyIncreases tscript(p(MGI:Tcfap2c))	MissingNamespaceNameWarning	"""Tcfap2c"" is not in the MGI namespace"
54016	51	tscript(p(MGI:Cited2)) directlyIncreases tscript(p(MGI:Tcfap2d))	MissingNamespaceNameWarning	"""Tcfap2d"" is not in the MGI namespace"
54017	51	tscript(p(MGI:Cited2)) directlyIncreases tscript(p(MGI:Tcfap2e))	MissingNamespaceNameWarning	"""Tcfap2e"" is not in the MGI namespace"
55549	50	"bp(GOBP:""cell proliferation"") positiveCorrelation (p(HGNC:TGFB2) decreases p(HGNC:CDKN1B,pmod(P)))"	BELSyntaxError	"General Parser Failure on line 55549 at pos 50: bp(GOBP:""cell proliferation"") positiveCorrelation (p(HGNC:TGFB2) decreases p(HGNC:CDKN1B,pmod(P)))"
56045	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
56254	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
56265	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
56468	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Anxa1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56469	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Bhlhe40)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56470	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Blcap)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56471	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Bok)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56472	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Fxyd4)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56473	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Klf4)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56474	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Ly6a)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56475	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Mcm5)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56476	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Prdx1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56477	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Prl8a2)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56478	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Psap)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56479	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Rpl6)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56480	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Rplp0)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56481	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Rps5)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56482	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Stx7)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56483	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Tmbim6)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56484	10	tscript(p(MGI:Tcfap2a)) decreases r(MGI:Uba52)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56485	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:BC031181)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56486	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Brpf1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56487	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Epha7)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56488	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Gpx3)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56489	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Grpel1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56490	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Ilkap)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56491	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Mcts1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56492	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Olfml3)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56493	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Pabpn1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56494	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Psmc2)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56495	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Rchy1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56496	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Rpl18)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56497	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Sepp1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56498	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Snap23)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
56789	4	"SET CellStructure = ""glycogen granule"""	IllegalAnnotationValueWarning	"""glycogen granule"" is not defined in the CellStructure annotation"
57406	47	"kin(p(SFAM:""PRKA Family"")) directlyIncreases p(RGD:Plin,pmod(P,S,223))"	MissingNamespaceNameWarning	"""Plin"" is not in the RGD namespace"
57407	47	"kin(p(SFAM:""PRKA Family"")) directlyIncreases p(RGD:Plin,pmod(P,S,81))"	MissingNamespaceNameWarning	"""Plin"" is not in the RGD namespace"
57912	32	p(RGD:Ctgf) increases tscript(p(RGD:Tcfap2a))	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the RGD namespace"
57956	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
57964	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
58101	0	p(EGID:432551) increases cat(p(MGI:Tlr4))	InvalidFunctionSemantic	Protein EGID:432551 should be encoded as one of: RNA, Gene, miRNA
58735	4	"SET Cell = ""hepatoblastoma cell"""	IllegalAnnotationValueWarning	"""hepatoblastoma cell"" is not defined in the Cell annotation"
59416	4	"SET CellLine = ""rat-1 cell"""	IllegalAnnotationValueWarning	"""rat-1 cell"" is not defined in the CellLine annotation"
59439	4	"SET CellLine = ""rat-1 cell"""	IllegalAnnotationValueWarning	"""rat-1 cell"" is not defined in the CellLine annotation"
59556	4	SET CellStructure = peroxisome	IllegalAnnotationValueWarning	"""peroxisome"" is not defined in the CellStructure annotation"
60666	37	"kin(p(HGNC:RAF1)) increases (complex(SCOMP:""B-cell receptor complex"") increases kin(p(HGNC:MAPK1)))"	MissingNamespaceNameWarning	"""B-cell receptor complex"" is not in the SCOMP namespace"
60670	8	"complex(SCOMP:""B-cell receptor complex"") increases kin(p(HGNC:MAPK1))"	MissingNamespaceNameWarning	"""B-cell receptor complex"" is not in the SCOMP namespace"
60671	39	"kin(p(HGNC:MAP2K1)) increases (complex(SCOMP:""B-cell receptor complex"") increases kin(p(HGNC:MAPK1)))"	MissingNamespaceNameWarning	"""B-cell receptor complex"" is not in the SCOMP namespace"
60672	39	"kin(p(HGNC:MAP2K2)) increases (complex(SCOMP:""B-cell receptor complex"") increases kin(p(HGNC:MAPK1)))"	MissingNamespaceNameWarning	"""B-cell receptor complex"" is not in the SCOMP namespace"
60746	33	kin(p(HGNC:LYN)) increases cat(p(EGID:3602))	MissingNamespaceNameWarning	"""3602"" is not in the EGID namespace"
61492	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
62047	4	"pep(p(SCOMP:""Proteasome Complex"")) increases tloc(p(RGD:Cryab),GOCCID:0005737,GOCCID:0005856)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
62048	4	"pep(p(SCOMP:""Proteasome Complex"")) increases tloc(p(RGD:Hspb3),GOCCID:0005737,GOCCID:0005856)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
62049	4	"pep(p(SCOMP:""Proteasome Complex"")) increases tloc(p(RGD:Hspb2),GOCCID:0005737,GOCCID:0005856)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
62453	86	"a(SCHEM:""15-deoxy-D12,14-prostaglandin J2"") decreases (p(HGNC:IFNG) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex""))"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
62454	31	"p(HGNC:IFNG) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex"")"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
62455	64	"a(CHEBI:troglitazone) decreases (p(HGNC:IFNG) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex""))"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
62456	63	"a(SCHEM:Ciglitazone) decreases (p(HGNC:IFNG) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex""))"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
62556	4	"SET CellStructure = ""focal adhesion"""	IllegalAnnotationValueWarning	"""focal adhesion"" is not defined in the CellStructure annotation"
62776	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
63309	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
63406	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
64693	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
64812	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
65564	36	"p(HGNC:CSF2) increases surf(complex(SCOMP:""MHC class I protein complex""))"	MissingNamespaceNameWarning	"""MHC class I protein complex"" is not in the SCOMP namespace"
65565	31	"p(HGNC:CSF2) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex"")"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
65569	35	"p(HGNC:IL4) increases surf(complex(SCOMP:""MHC class I protein complex""))"	MissingNamespaceNameWarning	"""MHC class I protein complex"" is not in the SCOMP namespace"
65570	30	"p(HGNC:IL4) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex"")"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
70280	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
71083	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
71689	4	"SET Anatomy = {""vascular smooth muscle"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""vascular smooth muscle"" is not defined in the Anatomy annotation"
71840	28	a(CHEBI:quercetin) decreases r(EGID:16659)	InvalidFunctionSemantic	RNA EGID:16659 should be encoded as one of: Gene
72566	27	"p(HGNC:WNT5A) increases bp(GOBP:""invasive growth"")"	MissingNamespaceNameWarning	"""invasive growth"" is not in the GOBP namespace"
72887	4	"SET CellLine = ""AS-E2 cell"""	IllegalAnnotationValueWarning	"""AS-E2 cell"" is not defined in the CellLine annotation"
73121	4	"pep(p(SCOMP:""Proteasome Complex"")) increases tscript(p(HGNC:SMAD4))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
73470	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
73750	71	"kin(p(HGNC:PIM1)) increases complex(p(HGNC:NUMA1),p(HGNC:CBX1),complex(SCOMP:""dynein complex""),complex(SCOMP:""dynactin complex""))"	MissingNamespaceNameWarning	"""dynein complex"" is not in the SCOMP namespace"
74883	4	"SET CellLine = ""INS-1 cell"""	IllegalAnnotationValueWarning	"""INS-1 cell"" is not defined in the CellLine annotation"
75068	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
76085	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
76951	41	"bp(MESHPP:""Liver Regeneration"") decreases r(EGID:111465)"	InvalidFunctionSemantic	RNA EGID:111465 should be encoded as one of: Gene
76955	41	"bp(MESHPP:""Liver Regeneration"") decreases r(EGID:111465)"	InvalidFunctionSemantic	RNA EGID:111465 should be encoded as one of: Gene
77426	82	gtp(p(HGNC:RAC1)) decreases complex(p(HGNC:WASF1),p(HGNC:CYFIP2),p(HGNC:NCKAP1),p(HGNC:C3orf10))	MissingNamespaceNameWarning	"""C3orf10"" is not in the HGNC namespace"
78526	8	"complex(SCOMP:""activin A complex"") increases bp(GOBP:""cell death"")"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78530	8	"complex(SCOMP:""activin A complex"") increases bp(GOBP:""cell death"")"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78531	27	"complex(p(RGD:Fst),complex(SCOMP:""activin A complex"")) decreases (complex(SCOMP:""activin A complex"") increases bp(GOBP:""cell death""))"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78535	8	"complex(SCOMP:""activin A complex"") decreases bp(GOBP:""cell growth"")"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78536	27	"complex(p(RGD:Fst),complex(SCOMP:""activin A complex"")) decreases complex(SCOMP:""activin A complex"")"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78580	8	"complex(""Il13:interleukin-13 receptor complex"") increases kin(p(MGI:Jak1))"	NakedNameWarning	"""Il13:interleukin-13 receptor complex"" should be qualified with a valid namespace"
78581	8	"complex(""Il13:interleukin-13 receptor complex"") increases kin(p(MGI:Jak2))"	NakedNameWarning	"""Il13:interleukin-13 receptor complex"" should be qualified with a valid namespace"
78582	8	"complex(""Il4:interleukin-13 receptor complex"") increases kin(p(MGI:Jak1))"	NakedNameWarning	"""Il4:interleukin-13 receptor complex"" should be qualified with a valid namespace"
78583	8	"complex(""Il4:interleukin-13 receptor complex"") increases kin(p(MGI:Jak2))"	NakedNameWarning	"""Il4:interleukin-13 receptor complex"" should be qualified with a valid namespace"
78834	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases a(CHEBI:""reactive oxygen species"")"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
78962	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
78974	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
78987	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
79261	34	tscript(p(MGI:Trp53)) increases r(MGI:Kal1)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
79505	24	"p(MGI:Tff1) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"	BELSyntaxError	"General Parser Failure on line 79505 at pos 24: p(MGI:Tff1) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"
79506	24	"p(MGI:Tff1) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"	BELSyntaxError	"General Parser Failure on line 79506 at pos 24: p(MGI:Tff1) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"
79507	24	"p(MGI:Tff3) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"	BELSyntaxError	"General Parser Failure on line 79507 at pos 24: p(MGI:Tff3) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"
79508	24	"p(MGI:Tff3) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"	BELSyntaxError	"General Parser Failure on line 79508 at pos 24: p(MGI:Tff3) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"
79576	4	SET CellStructure = intracellular	IllegalAnnotationValueWarning	"""intracellular"" is not defined in the CellStructure annotation"
80308	4	"SET CellStructure = ""extracellular space"""	IllegalAnnotationValueWarning	"""extracellular space"" is not defined in the CellStructure annotation"
80485	21	p(MGI:Mxd1) decreases p(EGID:19897)	InvalidFunctionSemantic	Protein EGID:19897 should be encoded as one of: RNA, Gene, miRNA
81868	4	"SET CellLine = ""HBE1 cell"""	IllegalAnnotationValueWarning	"""HBE1 cell"" is not defined in the CellLine annotation"
82116	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
82356	4	"pep(p(SCOMP:""Proteasome Complex"")) directlyIncreases tscript(complex(SCOMP:""Nfkb Complex""))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
82900	10	"complex(p(SFAM:""Platelet Derived Growth Factor Complex family""),p(HGNC:PDGFRB)) increases kin(p(HGNC:PDGFRB))"	MissingNamespaceNameWarning	"""Platelet Derived Growth Factor Complex family"" is not in the SFAM namespace"
82936	4	"SET Anatomy = {""Muscle, Smooth"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Muscle, Smooth"" is not defined in the Anatomy annotation"
83520	4	"SET Disease = ""carcinoma of lymphocyte"""	IllegalAnnotationValueWarning	"""carcinoma of lymphocyte"" is not defined in the Disease annotation"
84645	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
85726	4	"SET CellStructure = ""extracellular matrix"""	IllegalAnnotationValueWarning	"""extracellular matrix"" is not defined in the CellStructure annotation"
86611	45	"complex(SCOMP:""Ngf Complex"") increases cat(p(RGD:Rics))"	MissingNamespaceNameWarning	"""Rics"" is not in the RGD namespace"
87838	36	"gtp(p(HGNC:RAC1)) increases complex(SCOMP:""VCL:Arp2/3 protein complex"")"	MissingNamespaceNameWarning	"""VCL:Arp2/3 protein complex"" is not in the SCOMP namespace"
89280	32	"path(SDIS:""fibrillar adhesion"") hasComponent complex(p(RGD:Itga5),p(RGD:Itgb1))"	BELSyntaxError	"General Parser Failure on line 89280 at pos 32: path(SDIS:""fibrillar adhesion"") hasComponent complex(p(RGD:Itga5),p(RGD:Itgb1))"
89613	4	"SET CellStructure = ""Low Density Lipoprotein"""	IllegalAnnotationValueWarning	"""Low Density Lipoprotein"" is not defined in the CellStructure annotation"
89617	4	"SET CellStructure = ""Very Low Density Lipoprotein"""	IllegalAnnotationValueWarning	"""Very Low Density Lipoprotein"" is not defined in the CellStructure annotation"
89973	4	"SET CellLine = ""ANBL-6 cell"""	IllegalAnnotationValueWarning	"""ANBL-6 cell"" is not defined in the CellLine annotation"
89999	4	"SET CellLine = ""ANBL-6 cell"""	IllegalAnnotationValueWarning	"""ANBL-6 cell"" is not defined in the CellLine annotation"
90358	40	composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) decreases surf(p(HGNC:TFRC))	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
92080	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
92112	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
92142	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
92613	30	tscript(p(MGI:Fli1)) decreases r(EGID:15127)	InvalidFunctionSemantic	RNA EGID:15127 should be encoded as one of: Gene
92655	4	SET CellStructure = intracellular	IllegalAnnotationValueWarning	"""intracellular"" is not defined in the CellStructure annotation"
93514	36	"bp(GOBP:""DNA methylation"") decreases p(EGID:541472)"	InvalidFunctionSemantic	Protein EGID:541472 should be encoded as one of: RNA, Gene, miRNA
93534	4	"SET CellStructure = ""extracellular space"""	IllegalAnnotationValueWarning	"""extracellular space"" is not defined in the CellStructure annotation"
93728	48	"bp(GOBP:""myoblast proliferation"") increases pep(p(SCOMP:""Proteasome Complex""))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
94085	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
94094	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
94126	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
94254	31	"complex(p(HGNC:NFKBIA),complex(""NFKB complex"")) increases tscript(p(SFAM:""NOTCH Family""))"	NakedNameWarning	"""NFKB complex"" should be qualified with a valid namespace"
94784	4	SET CellStructure = endosome	IllegalAnnotationValueWarning	"""endosome"" is not defined in the CellStructure annotation"
95607	0	p(EGID:221017) decreases tscript(p(HGNC:GATA1))	InvalidFunctionSemantic	Protein EGID:221017 should be encoded as one of: RNA, Gene, miRNA
96777	4	"SET CellStructure = ""focal adhesion"""	IllegalAnnotationValueWarning	"""focal adhesion"" is not defined in the CellStructure annotation"
97243	30	a(CHEBI:androgen) decreases r(EGID:24735)	MissingNamespaceNameWarning	"""24735"" is not in the EGID namespace"
97329	8	complex(tscript(p(HGNC:TP53)),g(HGNC:SFN))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
98049	32	a(CHEBI:calcitriol) decreases r(MGI:Kal1)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
98731	4	"SET MeSHAnatomy = ""lean muscle"""	IllegalAnnotationValueWarning	"""lean muscle"" is not defined in the MeSHAnatomy annotation"
98956	36	"a(SCHEM:""High Density Lipoprotein"") hasComponent p(HGNC:APOM)"	BELSyntaxError	"General Parser Failure on line 98956 at pos 36: a(SCHEM:""High Density Lipoprotein"") hasComponent p(HGNC:APOM)"
99433	4	"pep(p(SCOMP:""Proteasome Complex"")) increases r(RGD:Pomp)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99434	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psma6)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99435	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psma7)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99436	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmb4)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99437	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmc2)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99438	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmc6)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99439	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmd1)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99440	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmd11)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99441	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmd8)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99442	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmd9)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99443	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmb1)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99444	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmb2)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99445	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmb3)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99446	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmb5)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99447	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmb6)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99448	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmb7)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99449	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmc1)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99450	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmc3)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99451	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmc4)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99452	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmc5)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99453	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmd10)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99454	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmd13)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99455	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmd3)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99456	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases r(RGD:Psmd4)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
99847	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
