Line Number	Position	Line	Error	Message
62457	63	"a(SCHEM:Ciglitazone) decreases (p(HGNC:IFNG) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex""))"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
62557	4	"SET CellStructure = ""focal adhesion"""	IllegalAnnotationValueWarning	"""focal adhesion"" is not defined in the CellStructure annotation"
62777	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
63310	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
63407	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
64694	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
64813	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
65565	36	"p(HGNC:CSF2) increases surf(complex(SCOMP:""MHC class I protein complex""))"	MissingNamespaceNameWarning	"""MHC class I protein complex"" is not in the SCOMP namespace"
65566	31	"p(HGNC:CSF2) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex"")"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
65570	35	"p(HGNC:IL4) increases surf(complex(SCOMP:""MHC class I protein complex""))"	MissingNamespaceNameWarning	"""MHC class I protein complex"" is not in the SCOMP namespace"
65571	30	"p(HGNC:IL4) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex"")"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
70281	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
71084	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
71690	4	"SET Anatomy = {""vascular smooth muscle"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""vascular smooth muscle"" is not defined in the Anatomy annotation"
71841	28	a(CHEBI:quercetin) decreases r(EGID:16659)	InvalidFunctionSemantic	RNA EGID:16659 should be encoded as one of: Gene
72567	27	"p(HGNC:WNT5A) increases bp(GOBP:""invasive growth"")"	MissingNamespaceNameWarning	"""invasive growth"" is not in the GOBP namespace"
72888	4	"SET CellLine = ""AS-E2 cell"""	IllegalAnnotationValueWarning	"""AS-E2 cell"" is not defined in the CellLine annotation"
73471	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
73751	71	"kin(p(HGNC:PIM1)) increases complex(p(HGNC:NUMA1),p(HGNC:CBX1),complex(SCOMP:""dynein complex""),complex(SCOMP:""dynactin complex""))"	MissingNamespaceNameWarning	"""dynein complex"" is not in the SCOMP namespace"
74884	4	"SET CellLine = ""INS-1 cell"""	IllegalAnnotationValueWarning	"""INS-1 cell"" is not defined in the CellLine annotation"
75069	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
76086	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
76952	41	"bp(MESHPP:""Liver Regeneration"") decreases r(EGID:111465)"	InvalidFunctionSemantic	RNA EGID:111465 should be encoded as one of: Gene
76956	41	"bp(MESHPP:""Liver Regeneration"") decreases r(EGID:111465)"	InvalidFunctionSemantic	RNA EGID:111465 should be encoded as one of: Gene
77427	82	gtp(p(HGNC:RAC1)) decreases complex(p(HGNC:WASF1),p(HGNC:CYFIP2),p(HGNC:NCKAP1),p(HGNC:C3orf10))	MissingNamespaceNameWarning	"""C3orf10"" is not in the HGNC namespace"
78527	8	"complex(SCOMP:""activin A complex"") increases bp(GOBP:""cell death"")"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78531	8	"complex(SCOMP:""activin A complex"") increases bp(GOBP:""cell death"")"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78532	27	"complex(p(RGD:Fst),complex(SCOMP:""activin A complex"")) decreases (complex(SCOMP:""activin A complex"") increases bp(GOBP:""cell death""))"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78536	8	"complex(SCOMP:""activin A complex"") decreases bp(GOBP:""cell growth"")"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78537	27	"complex(p(RGD:Fst),complex(SCOMP:""activin A complex"")) decreases complex(SCOMP:""activin A complex"")"	MissingNamespaceNameWarning	"""activin A complex"" is not in the SCOMP namespace"
78581	8	"complex(""Il13:interleukin-13 receptor complex"") increases kin(p(MGI:Jak1))"	NakedNameWarning	"""Il13:interleukin-13 receptor complex"" should be qualified with a valid namespace"
78582	8	"complex(""Il13:interleukin-13 receptor complex"") increases kin(p(MGI:Jak2))"	NakedNameWarning	"""Il13:interleukin-13 receptor complex"" should be qualified with a valid namespace"
78583	8	"complex(""Il4:interleukin-13 receptor complex"") increases kin(p(MGI:Jak1))"	NakedNameWarning	"""Il4:interleukin-13 receptor complex"" should be qualified with a valid namespace"
78584	8	"complex(""Il4:interleukin-13 receptor complex"") increases kin(p(MGI:Jak2))"	NakedNameWarning	"""Il4:interleukin-13 receptor complex"" should be qualified with a valid namespace"
78963	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
78975	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
78988	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
79262	34	tscript(p(MGI:Trp53)) increases r(MGI:Kal1)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
79506	24	"p(MGI:Tff1) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"	BELSyntaxError	"General Parser Failure on line 79506 at pos 24: p(MGI:Tff1) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"
79507	24	"p(MGI:Tff1) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"	BELSyntaxError	"General Parser Failure on line 79507 at pos 24: p(MGI:Tff1) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"
79508	24	"p(MGI:Tff3) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"	BELSyntaxError	"General Parser Failure on line 79508 at pos 24: p(MGI:Tff3) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"
79509	24	"p(MGI:Tff3) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"	BELSyntaxError	"General Parser Failure on line 79509 at pos 24: p(MGI:Tff3) association (p(MGI:Il6st) increases path(SDIS:""tissue repair""))"
79577	4	SET CellStructure = intracellular	IllegalAnnotationValueWarning	"""intracellular"" is not defined in the CellStructure annotation"
80309	4	"SET CellStructure = ""extracellular space"""	IllegalAnnotationValueWarning	"""extracellular space"" is not defined in the CellStructure annotation"
80486	21	p(MGI:Mxd1) decreases p(EGID:19897)	InvalidFunctionSemantic	Protein EGID:19897 should be encoded as one of: Gene, RNA, miRNA
81869	4	"SET CellLine = ""HBE1 cell"""	IllegalAnnotationValueWarning	"""HBE1 cell"" is not defined in the CellLine annotation"
82117	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
82901	10	"complex(p(SFAM:""Platelet Derived Growth Factor Complex family""),p(HGNC:PDGFRB)) increases kin(p(HGNC:PDGFRB))"	MissingNamespaceNameWarning	"""Platelet Derived Growth Factor Complex family"" is not in the SFAM namespace"
82937	4	"SET Anatomy = {""Muscle, Smooth"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Muscle, Smooth"" is not defined in the Anatomy annotation"
83521	4	"SET Disease = ""carcinoma of lymphocyte"""	IllegalAnnotationValueWarning	"""carcinoma of lymphocyte"" is not defined in the Disease annotation"
84646	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
85727	4	"SET CellStructure = ""extracellular matrix"""	IllegalAnnotationValueWarning	"""extracellular matrix"" is not defined in the CellStructure annotation"
86612	45	"complex(SCOMP:""Ngf Complex"") increases cat(p(RGD:Rics))"	MissingNamespaceNameWarning	"""Rics"" is not in the RGD namespace"
87839	36	"gtp(p(HGNC:RAC1)) increases complex(SCOMP:""VCL:Arp2/3 protein complex"")"	MissingNamespaceNameWarning	"""VCL:Arp2/3 protein complex"" is not in the SCOMP namespace"
89281	32	"path(SDIS:""fibrillar adhesion"") hasComponent complex(p(RGD:Itga5),p(RGD:Itgb1))"	BELSyntaxError	"General Parser Failure on line 89281 at pos 32: path(SDIS:""fibrillar adhesion"") hasComponent complex(p(RGD:Itga5),p(RGD:Itgb1))"
89614	4	"SET CellStructure = ""Low Density Lipoprotein"""	IllegalAnnotationValueWarning	"""Low Density Lipoprotein"" is not defined in the CellStructure annotation"
89618	4	"SET CellStructure = ""Very Low Density Lipoprotein"""	IllegalAnnotationValueWarning	"""Very Low Density Lipoprotein"" is not defined in the CellStructure annotation"
89974	4	"SET CellLine = ""ANBL-6 cell"""	IllegalAnnotationValueWarning	"""ANBL-6 cell"" is not defined in the CellLine annotation"
90000	4	"SET CellLine = ""ANBL-6 cell"""	IllegalAnnotationValueWarning	"""ANBL-6 cell"" is not defined in the CellLine annotation"
90359	40	composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) decreases surf(p(HGNC:TFRC))	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
92081	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
92113	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
92143	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
92614	30	tscript(p(MGI:Fli1)) decreases r(EGID:15127)	InvalidFunctionSemantic	RNA EGID:15127 should be encoded as one of: Gene
92656	4	SET CellStructure = intracellular	IllegalAnnotationValueWarning	"""intracellular"" is not defined in the CellStructure annotation"
93515	36	"bp(GOBP:""DNA methylation"") decreases p(EGID:541472)"	InvalidFunctionSemantic	Protein EGID:541472 should be encoded as one of: Gene, RNA, miRNA
93535	4	"SET CellStructure = ""extracellular space"""	IllegalAnnotationValueWarning	"""extracellular space"" is not defined in the CellStructure annotation"
94086	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
94095	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
94127	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
94255	31	"complex(p(HGNC:NFKBIA),complex(""NFKB complex"")) increases tscript(p(SFAM:""NOTCH Family""))"	NakedNameWarning	"""NFKB complex"" should be qualified with a valid namespace"
94785	4	SET CellStructure = endosome	IllegalAnnotationValueWarning	"""endosome"" is not defined in the CellStructure annotation"
95608	0	p(EGID:221017) decreases tscript(p(HGNC:GATA1))	InvalidFunctionSemantic	Protein EGID:221017 should be encoded as one of: Gene, RNA, miRNA
96778	4	"SET CellStructure = ""focal adhesion"""	IllegalAnnotationValueWarning	"""focal adhesion"" is not defined in the CellStructure annotation"
97244	30	a(CHEBI:androgen) decreases r(EGID:24735)	MissingNamespaceNameWarning	"""24735"" is not in the EGID namespace"
97330	8	complex(tscript(p(HGNC:TP53)),g(HGNC:SFN))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
98050	32	a(CHEBI:calcitriol) decreases r(MGI:Kal1)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
98732	4	"SET MeSHAnatomy = ""lean muscle"""	IllegalAnnotationValueWarning	"""lean muscle"" is not defined in the MeSHAnatomy annotation"
99848	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
100290	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
100677	4	"SET CellLine = ""beta TC3 cell"""	IllegalAnnotationValueWarning	"""beta TC3 cell"" is not defined in the CellLine annotation"
100692	4	"SET CellLine = ""beta TC3 cell"""	IllegalAnnotationValueWarning	"""beta TC3 cell"" is not defined in the CellLine annotation"
100842	0	p(EGID:10597) directlyDecreases (tscript(p(HGNC:PITX1)) directlyIncreases r(HGNC:LHB))	InvalidFunctionSemantic	Protein EGID:10597 should be encoded as one of: Gene, RNA, miRNA
101299	48	"a(CHEBI:""trichostatin A"") decreases cat(complex(SCOMP:""histone deacetylase complex""))"	MissingNamespaceNameWarning	"""histone deacetylase complex"" is not in the SCOMP namespace"
102089	39	"kin(p(SFAM:""AKT Family"")) increases bp(GOBP:""invasive growth"")"	MissingNamespaceNameWarning	"""invasive growth"" is not in the GOBP namespace"
102377	29	gtp(p(MGI:Hras)) decreases p(EGID:636687)	MissingNamespaceNameWarning	"""636687"" is not in the EGID namespace"
102687	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
103747	10	tscript(p(MGI:Tcfap2a)) directlyIncreases r(MGI:Bco1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
103827	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
104506	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
104566	6	cat(p(HGNC:MYST3)) increases tscript(p(HGNC:RUNX1))	MissingNamespaceNameWarning	"""MYST3"" is not in the HGNC namespace"
105044	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
105047	35	bp(GOBP:angiogenesis) decreases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
105055	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
105109	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
105130	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
105607	24	bp(GOBP:aging) increases p(EGID:84832)	InvalidFunctionSemantic	Protein EGID:84832 should be encoded as one of: Gene, RNA, miRNA
105767	4	"SET MeSHAnatomy = ""breast stroma"""	IllegalAnnotationValueWarning	"""breast stroma"" is not defined in the MeSHAnatomy annotation"
106370	48	"tscript(complex(SCOMP:""Nfkb Complex"")) increases p(EGID:11039)"	InvalidFunctionSemantic	Protein EGID:11039 should be encoded as one of: Gene, RNA, miRNA
108298	34	"tscript(p(MGI:""Nkx2-1"")) decreases r(EGID:21580)"	InvalidFunctionSemantic	RNA EGID:21580 should be encoded as one of: Gene
108855	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
108893	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
108912	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
109223	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
109338	4	"SET Disease = ""Carcinoma of breast"""	IllegalAnnotationValueWarning	"""Carcinoma of breast"" is not defined in the Disease annotation"
109421	37	a(CHEBI:lipopolysaccharide) increases p(EGID:85391)	InvalidFunctionSemantic	Protein EGID:85391 should be encoded as one of: Gene, RNA, miRNA
109425	22	p(HGNC:CSF2) increases p(EGID:85391)	InvalidFunctionSemantic	Protein EGID:85391 should be encoded as one of: Gene, RNA, miRNA
110792	48	"a(CHEBI:""reactive oxygen species"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
110794	46	"bp(GOBP:""inflammatory response"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
111794	71	"path(SDIS:""Chronic Obstructive Pulmonary Disease"") positiveCorrelation (p(HGNC:TNF) increases p(HGNC:IL6))"	BELSyntaxError	"General Parser Failure on line 111794 at pos 71: path(SDIS:""Chronic Obstructive Pulmonary Disease"") positiveCorrelation (p(HGNC:TNF) increases p(HGNC:IL6))"
112256	41	"bp(MESHPP:""Menstrual Cycle"") decreases r(MGI:Spata26)"	MissingNamespaceNameWarning	"""Spata26"" is not in the MGI namespace"
112304	38	"bp(MESHPP:""Menstrual Cycle"") decreases p(EGID:100503799)"	InvalidFunctionSemantic	Protein EGID:100503799 should be encoded as one of: Gene, RNA, miRNA
112505	4	"SET CellStructure = ""growth cone"""	IllegalAnnotationValueWarning	"""growth cone"" is not defined in the CellStructure annotation"
112864	16	complex(complex(a(CHEBI:estradiol),p(HGNC:ESR1)),g(HGNC:MDM2))	NakedNameWarning	"""a"" should be qualified with a valid namespace"
113466	4	"SET CellLine = ""SH-SY5Y cell line"""	IllegalAnnotationValueWarning	"""SH-SY5Y cell line"" is not defined in the CellLine annotation"
113799	4	"SET Cell = ""embryonic kidney cell"""	IllegalAnnotationValueWarning	"""embryonic kidney cell"" is not defined in the Cell annotation"
114097	30	a(CHEBI:cholesterol) increases r(EGID:17062)	InvalidFunctionSemantic	RNA EGID:17062 should be encoded as one of: Gene
114763	31	"p(HGNC:CSF2) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex"")"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
114900	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
116049	34	"p(HGNC:PPARA) negativeCorrelation (p(SFAM:""IL1 Family"") increases p(HGNC:IL6))"	BELSyntaxError	"General Parser Failure on line 116049 at pos 34: p(HGNC:PPARA) negativeCorrelation (p(SFAM:""IL1 Family"") increases p(HGNC:IL6))"
116109	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
118228	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
118275	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
118802	69	"a(SCHEM:""NS 398"") decreases (composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone))"	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
118804	72	a(CHEBI:indometacin) decreases (composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone))	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
118808	40	composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone)	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
118811	40	composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone)	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
118812	70	cat(p(HGNC:PTGS2)) increases (composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone))	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
121117	26	"p(MGI:Atp1a2) association (a(CHEBI:ouabain) increases bp(GOBP:""muscle contraction""))"	BELSyntaxError	"General Parser Failure on line 121117 at pos 26: p(MGI:Atp1a2) association (a(CHEBI:ouabain) increases bp(GOBP:""muscle contraction""))"
121312	4	"SET Cell = ""kupffer cell"""	IllegalAnnotationValueWarning	"""kupffer cell"" is not defined in the Cell annotation"
121341	4	"SET Cell = ""kupffer cell"""	IllegalAnnotationValueWarning	"""kupffer cell"" is not defined in the Cell annotation"
121533	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
121549	4	"SET CellStructure = ""mitochondrial membrane"""	IllegalAnnotationValueWarning	"""mitochondrial membrane"" is not defined in the CellStructure annotation"
122333	4	SET CellStructure = intracellular	IllegalAnnotationValueWarning	"""intracellular"" is not defined in the CellStructure annotation"
124625	41	"path(SDIS:""viral infection"") increases r(MGI:Hnrnpdl1)"	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
125281	4	"SET CellLine = ""Hepa1 cell"""	IllegalAnnotationValueWarning	"""Hepa1 cell"" is not defined in the CellLine annotation"
126807	30	cat(p(MGI:Hrh2)) decreases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
127144	4	"SET Disease = ""atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""atherosclerotic lesion"" is not defined in the Disease annotation"
127264	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
127489	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
127713	39	"path(SDIS:""tissue damage"") increases p(SFAM:""sec(Platelet Derived Growth Factor Complex family)"")"	MissingNamespaceNameWarning	"""sec(Platelet Derived Growth Factor Complex family)"" is not in the SFAM namespace"
128111	4	"SET CellLine = ""Carcinoma of leukemia"""	IllegalAnnotationValueWarning	"""Carcinoma of leukemia"" is not defined in the CellLine annotation"
128756	34	"path(SDIS:""food intake"") decreases p(EGID:380687)"	InvalidFunctionSemantic	Protein EGID:380687 should be encoded as one of: Gene, RNA, miRNA
129076	4	"SET CellLine = ""HPL1D cell"""	IllegalAnnotationValueWarning	"""HPL1D cell"" is not defined in the CellLine annotation"
129110	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
129438	39	tscript(p(MGI:Satb2)) directlyIncreases r(EGID:16019)	InvalidFunctionSemantic	RNA EGID:16019 should be encoded as one of: Gene
130154	36	"kin(p(MGI:Prkca)) increases complex(SCOMP:""Itga6:Itgb4:Laminin-5 Complex"")"	MissingNamespaceNameWarning	"""Itga6:Itgb4:Laminin-5 Complex"" is not in the SCOMP namespace"
130164	36	"kin(p(MGI:Prkcd)) increases complex(SCOMP:""Itga6:Itgb4:Laminin-5 Complex"")"	MissingNamespaceNameWarning	"""Itga6:Itgb4:Laminin-5 Complex"" is not in the SCOMP namespace"
130283	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
130322	24	composite(p(HGNC:TNF),p(HGNCIL1B)) decreases (p(HGNC:TNFSF10) increases p(HGNC:MAPK3,pmod(P,T,202)))	NakedNameWarning	"""HGNCIL1B"" should be qualified with a valid namespace"
130603	40	"path(SDIS:""tissue damage"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
130899	2	p(MGI:Kal1) increases r(MGI:Bax)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130900	2	p(MGI:Kal1) increases r(MGI:Bax)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130901	2	p(MGI:Kal1) increases r(MGI:Casp3)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130902	2	p(MGI:Kal1) increases r(MGI:Casp3)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130903	2	p(MGI:Kal1) increases r(MGI:Casp6)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130904	2	p(MGI:Kal1) increases r(MGI:Casp6)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130905	2	p(MGI:Kal1) increases r(MGI:Casp9)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130906	2	p(MGI:Kal1) increases r(MGI:Casp9)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130907	2	p(MGI:Kal1) increases r(MGI:Cidea)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130908	2	p(MGI:Kal1) increases r(MGI:Cidea)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130909	2	p(MGI:Kal1) increases r(MGI:Tnfsf13b)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130910	2	p(MGI:Kal1) increases r(MGI:Tnfsf13b)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
131566	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
132300	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
132314	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
132337	4	"SET CellStructure = ""mitochondrial inner membrane"""	IllegalAnnotationValueWarning	"""mitochondrial inner membrane"" is not defined in the CellStructure annotation"
132345	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
132366	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
133101	46	"bp(GOBP:""response to starvation"") increases r(MGI:Rad51B)"	MissingNamespaceNameWarning	"""Rad51B"" is not in the MGI namespace"
135142	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
135880	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
137611	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
138289	34	"path(SDIS:""food intake"") decreases r(EGID:16730)"	InvalidFunctionSemantic	RNA EGID:16730 should be encoded as one of: Gene
138521	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
139105	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
140538	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
140878	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140896	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140904	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
